area,perimeter,circularity,mean_b,mean_g,mean_r,mean_h,mean_s,mean_v,texture_laplacian_var,det_confidence,predicted_label
10351.5,1749.3595110177994,0.04250646700752402,141.46197254274404,133.27928914343468,144.4746904741851,101.94356944327465,30.725090541564892,148.22648024930513,13.440416174734356,0.8311792612075806,WBC
2316.0,549.0782080888748,0.09653393367627724,156.0112328767123,164.28876712328767,165.48027397260273,46.67178082191781,18.143835616438356,166.94164383561642,17.84166270496108,0.6569135785102844,RBC
6674.0,330.0,0.7701373505990186,166.29541778975744,172.9991913746631,174.8625336927224,39.37547169811321,14.120215633423182,175.477897574124,12.494505659861154,0.6564580202102661,RBC
651.5,181.35533845424652,0.2489221799576158,144.25039205436488,150.18034500784108,156.24777835859905,44.63146889702038,22.21589127025614,156.5154208050183,29.03831597222222,0.584800660610199,RBC
931.0,277.74011397361755,0.15166393724961608,136.99811853245532,146.04045155221073,147.7535277516463,33.98682972718721,20.206961429915335,148.47977422389465,12.575644389683506,0.5523659586906433,RBC
2037.0,481.82337403297424,0.11026182184758442,159.8216172287688,167.99837464445346,170.8411214953271,44.04510361641609,19.138155221454692,171.68386834620074,15.77450245999135,0.5330049991607666,RBC
1539.0,362.99494791030884,0.14677338911049867,151.01318587834965,157.35048915355168,161.51935346660997,39.901318587834965,19.018290089323692,162.35006380263718,12.943240070416865,0.4526657462120056,RBC
1716.5,319.78174459934235,0.21093387778074563,148.45251894783772,155.37717342844405,155.96567097637092,47.80427998216674,16.039679001337493,157.35399019170754,12.283238077366022,0.4175620675086975,RBC
6252.0,323.25483322143555,0.7518631142744101,141.80247390800153,147.83958252802472,154.87011982991882,53.118670274449165,24.62350212601469,155.22999613451873,15.719820011337868,0.3964368999004364,RBC
820.5,257.639609336853,0.15533280524703458,151.85822784810128,158.88164556962025,162.04240506329114,45.21835443037975,18.139240506329113,162.75379746835443,16.549596305058373,0.39540570974349976,RBC
1722.0,420.9949471950531,0.12209257244650316,137.09658744667885,141.22730042656917,146.55971968312005,58.45429616087752,20.43601462522852,147.1526508226691,8.827827441541576,0.32398542761802673,RBC
