area,perimeter,circularity,mean_b,mean_g,mean_r,mean_h,mean_s,mean_v,texture_laplacian_var,det_confidence,predicted_label
4702.5,442.00714015960693,0.3024684621915329,156.62644560433938,139.7528400368437,156.53853239177158,101.88783133763177,42.12762255654488,163.79152594412037,18.565948999095212,0.9351579546928406,WBC
2696.0,584.1076453924179,0.09929879317899802,159.3713440683536,164.6036805783766,165.48406178113706,67.39139007558332,18.56063095629313,169.04995070653962,31.52465004358214,0.9118512868881226,RBC
2465.5,459.23758828639984,0.1469061630361907,151.63140676117774,158.42711741185022,156.86513994910942,60.30425299890948,17.06397673573246,160.66557615412577,19.661165196387312,0.8595767021179199,RBC
1126.0,241.74011409282684,0.24213123047248636,145.5655172413793,155.10716180371352,154.73899204244032,55.61379310344827,24.16339522546419,158.67480106100794,13.05881792926072,0.697135865688324,RBC
2831.0,349.1959582567215,0.2917503036204928,153.07024653833165,155.85072610604527,158.84295845997974,77.75683890577508,18.200607902735563,161.0999662276258,10.985705853254608,0.6274480223655701,RBC
1856.0,453.68123960494995,0.11331468454010188,153.54397394136808,160.69799906933457,160.28385295486274,65.93531875290833,21.11400651465798,164.552815262913,15.60240475075879,0.5927163362503052,RBC
666.0,224.91168797016144,0.16544743680741636,162.6720588235294,173.99779411764706,178.21470588235294,53.622058823529414,26.203676470588235,179.48088235294117,20.10917739059038,0.494503378868103,RBC
1211.0,188.91168701648712,0.4264188105664156,154.14494680851064,149.95212765957447,153.42353723404256,91.44747340425532,18.83244680851064,157.8164893617021,16.670839814170954,0.4751774072647095,RBC
2067.5,349.4385985136032,0.21277158681789207,147.70999551770507,156.4518153294487,155.9215598386374,56.77722994173017,22.217839533841328,159.42985208426714,12.383698075822856,0.4713348150253296,RBC
1962.0,434.9949473142624,0.13029880784417278,154.53161974704201,162.7719298245614,166.6360669114647,42.28804569563444,21.41330069359445,168.11015911872704,18.892300063925543,0.4257170855998993,RBC
932.5,224.6690467596054,0.2321518875859719,161.09456148946595,157.63939245467907,161.94953454189124,90.4125428711416,17.139147476727093,165.32533072023517,17.666377304635617,0.358646959066391,RBC
707.5,210.18376505374908,0.20125096593594446,143.8485576923077,153.10096153846155,150.24158653846155,59.18389423076923,20.25,154.95432692307693,30.36918253260785,0.3525141775608063,RBC
