area,perimeter,circularity,eccentricity,solidity,extent,hu_moment_1,hu_moment_2,hu_moment_3,mean_b,mean_g,mean_r,mean_h,mean_s,mean_v,texture_laplacian_var,color_std_b,color_std_g,color_std_r,color_std_hsv,det_confidence,predicted_label
21551.5,1314.874232172966,0.15664586590776394,0.0,0.7428861963771738,0.6971887939958592,0.1940585309871409,0.0005355495770793513,0.0006810278631195674,196.71698943661974,201.53936116700203,214.33796529175052,60.77408199195172,23.525025150905435,214.41058853118713,46.444158347954414,5.690517553885194,10.583769748386548,5.645140204848499,70.3308433043907,0.3121841251850128,WBC
862.0,185.39696848392487,0.31514605343234775,0.0,0.5428211586901763,0.3591666666666667,0.34882034842623694,0.049526727137929334,0.03621573344841333,192.6938037087291,199.57756671189506,225.68249660786975,44.66304839439168,38.709181365897784,225.68249660786975,7.80242005361589,6.424726977809896,10.938573759327362,5.767589564089491,68.07238668218335,0.27144548296928406,RBC
1325.0,332.02438497543335,0.15103784499080075,0.0,0.4698581560283688,0.4525273224043716,0.520554688423628,0.029045615401321678,0.0021501346410912428,196.04932432432435,203.59121621621622,229.3087837837838,36.39797297297297,38.1,229.3087837837838,20.781759379012513,5.748054860437357,9.64377988201255,4.737564505073998,61.83214305529188,0.2378573715686798,RBC
1749.0,352.1665201187134,0.17721624968165264,0.0,0.41308455361360413,0.3918010752688172,0.6847908075972927,0.21652561815045526,0.021314426464655267,190.34111261872457,192.94843962008142,227.46838534599732,74.34871099050204,45.50474898236093,227.46838534599732,6.008152707710864,6.764345456441011,11.669559416199037,5.974245196649555,81.66045613826947,0.18600699305534363,RBC
4536.0,318.7106773853302,0.5611638461559115,0.0,0.9314168377823409,0.73828125,0.23142139378600196,0.023240570206472824,0.0018176994705463023,195.67230590961762,206.90463499420625,225.26790266512168,40.60162224797219,34.53626882966396,225.26790266512168,2.0415632673711666,5.554859460717224,11.566185754538344,4.8585866581728805,60.02519013246851,0.15459275245666504,RBC
4810.0,562.4507917165756,0.19106708396572666,0.0,0.5774656341917282,0.5219184027777778,0.7164609467212005,0.4120760213926959,0.024890029391547108,195.13865618054368,202.99487091810565,213.34279363993844,44.70371003590357,23.373397161908017,213.44417849204993,4.896827226803627,4.622869955596837,9.875614219857244,4.616414600833059,57.82907577840239,0.15122990310192108,RBC
1188.0,160.42640626430511,0.580062239312399,0.0,0.8386869043416872,0.6036585365853658,0.20820547834745629,0.009020672936325223,0.0026916312986928473,191.43560514188698,197.2510308028135,225.2369633761824,52.806451612903224,40.12515158864904,225.2369633761824,3.11962055153655,7.136445271938408,11.134517862173594,5.821033036147776,73.66373103531312,0.14047205448150635,RBC
1737.0,218.22539687156677,0.45835196599375305,0.0,0.7459738028773889,0.4890202702702703,0.2235340705400141,0.01534764762118697,0.0006377015988106874,192.10338021218848,190.2102146558105,226.4663212435233,103.8507278559092,44.94399210461386,226.4663212435233,2.8105668048469385,6.298317966001862,11.902856417637823,6.756463817594642,82.23010370707011,0.12971609830856323,RBC
53392.0,2366.0,0.1198551149458597,0.0,1.0,0.9783054822632659,2.017632167116172,4.043061784004124,4.854779414291958e-33,194.2501210653753,194.50980629539953,218.37066182405167,83.91523405972559,35.13048829701372,218.37066182405167,0.6556883169934641,6.325310590098387,11.448272295066104,5.2104286031626605,77.72457203502859,0.1185368224978447,Platelets
2595.0,233.25483298301697,0.5993574724450276,0.0,0.8928264235334595,0.6843354430379747,0.19324002645998323,0.005427653607771989,0.0018514028699432499,192.4899497487437,198.6051410900657,225.72187862388867,53.56629300347893,39.78527251642829,225.72187862388867,2.4626597023106758,7.045368706742165,11.748642300779888,5.814767055879623,73.22989988816332,0.11525820195674896,RBC
