area,perimeter,circularity,mean_b,mean_g,mean_r,mean_h,mean_s,mean_v,texture_laplacian_var,det_confidence,predicted_label
1085.0,279.74011397361755,0.1742328767239721,217.0096930533118,218.32875605815832,219.17932148626818,71.88126009693053,6.382067851373183,220.7334410339257,12.325485234951255,0.866988480091095,RBC
3183.0,595.1370828151703,0.11293081929958272,220.3456896551724,221.9022988505747,221.97988505747125,65.45344827586207,6.835919540229885,224.46666666666667,7.840984524722047,0.8366287350654602,RBC
1440.0,267.19595766067505,0.2534618433711804,213.55101351351354,216.09222972972975,216.67060810810813,60.89121621621622,8.27027027027027,218.87432432432433,8.457765004328566,0.7475022673606873,RBC
8787.0,376.0,0.781042741260002,212.11446409989594,197.42421089143252,202.46531390912244,115.35362469649671,20.281304197016997,213.21071800208117,8.756100033343026,0.7178096175193787,WBC
2974.5,380.8944422006607,0.2576407565876642,204.99619047619046,202.90825396825397,209.46063492063493,100.63746031746032,11.917777777777777,211.16571428571427,7.467208267652895,0.4959549009799957,RBC
2028.0,470.9949473142624,0.11488023580131822,220.73362445414847,223.03362445414848,223.682096069869,41.6938864628821,4.7231441048034934,224.59781659388648,5.429598034274193,0.4610152244567871,RBC
3333.0,582.450791478157,0.12346012097219697,215.31720430107526,215.2752688172043,219.86048387096776,78.74408602150538,9.307258064516128,220.8784946236559,11.636084511644743,0.44836828112602234,RBC
1738.0,202.0,0.5352502727123871,207.49945652173912,208.60815217391306,213.38532608695652,70.51032608695652,9.716847826086957,214.07554347826087,2788.0165918094935,0.41408365964889526,RBC
3939.0,535.9066351652145,0.1723524957170917,213.66991676575506,215.81807372175982,219.56266349583828,60.91010701545779,8.913912009512485,220.27776456599287,6.952406181836208,0.29968342185020447,RBC
1119.5,267.8406195640564,0.19610157426117203,222.6033653846154,221.81490384615384,222.68189102564102,84.15304487179488,5.717147435897436,224.9334935897436,5.805229893584157,0.2582118511199951,RBC
2051.5,403.43859803676605,0.15838953849660142,220.5453795379538,221.0259900990099,222.29249174917493,73.57714521452145,5.0754950495049505,223.56353135313532,9.214150973197023,0.2557446360588074,RBC
