area,perimeter,circularity,mean_b,mean_g,mean_r,mean_h,mean_s,mean_v,texture_laplacian_var,det_confidence,predicted_label
2574.0,587.6223640441895,0.09367458430097005,208.15750169721656,212.9131025118805,209.2009504412763,75.98268839103869,14.435166327223353,215.92158859470467,11.415201385534335,0.7219620943069458,RBC
9672.0,394.0,0.7829494226988709,206.66247858366648,197.72663240053302,198.59946697125451,103.05120883304778,22.044926708547496,209.63201979821054,8.26740720552594,0.681458592414856,WBC
1188.5,231.98275470733643,0.277522147624393,204.7663839629915,205.21279876638394,201.66306861989204,96.65612952968388,12.670007710100231,208.81881264456436,19.95081267217631,0.6138114333152771,RBC
2546.0,440.65180242061615,0.16476962814567558,195.25545058139534,202.34520348837208,196.55850290697674,67.03706395348837,18.379360465116278,205.07085755813952,6.958745941498669,0.5983675718307495,RBC
255.5,87.21320307254791,0.42212035463188285,203.80879541108985,194.77437858508603,193.04206500956022,102.10707456978967,20.11472275334608,205.50860420650096,9.422144738918766,0.49923691153526306,Platelets
1324.0,242.9949471950531,0.28177558692201765,206.22253129346313,214.3486323597589,215.2002781641168,55.155308298562815,16.55169216504404,218.32220676866015,14.858432817866152,0.4328114688396454,RBC
2103.0,290.02438497543335,0.3141811374740995,208.7425279078142,210.8102268635218,206.84011523226505,84.16996759092547,15.222182211019087,214.42924018725245,16.837003360116874,0.3535103499889374,RBC
1867.5,338.7523068189621,0.20450595176028208,196.86052631578949,208.36052631578949,204.95639097744362,54.41842105263158,18.661654135338345,210.32142857142858,11.632123323587777,0.32154443860054016,RBC
2751.5,479.7817441225052,0.15020761257244863,195.02821601941747,201.43901699029124,195.12591019417474,69.76759708737863,17.220570388349515,203.49362864077668,12.071701439623657,0.284781277179718,RBC
1734.0,407.48022842407227,0.1312338516288778,205.375,212.5221153846154,210.43846153846155,58.83509615384616,12.672596153846154,214.53990384615386,8.129716855594623,0.26956430077552795,RBC
780.0,205.59797883033752,0.23188186508364764,202.52368535419384,206.8574532811821,204.5523685354194,72.95914819643633,17.182094741416776,211.3941764450239,10.552108623793908,0.25059792399406433,RBC
