area,perimeter,circularity,eccentricity,solidity,extent,hu_moment_1,hu_moment_2,hu_moment_3,mean_b,mean_g,mean_r,mean_h,mean_s,mean_v,texture_laplacian_var,color_std_b,color_std_g,color_std_r,color_std_hsv,det_confidence,predicted_label
2238.5,186.04162979125977,0.8127307501987948,0.0,0.9856891237340378,0.8957583033213286,0.16457481203140062,0.00016353576746746984,0.00014015582612097064,226.1839863713799,215.14565587734242,241.21209540034073,132.12010221465076,28.771720613287904,241.35604770017036,400.35101515596233,12.467342653154283,17.291027619958044,12.104323225777701,65.04924137710925,0.9601718783378601,RBC
2254.5,191.55634891986847,0.7720883547768551,0.0,0.9851431068385406,0.9202040816326531,0.16626001406011695,0.0002483413134180985,5.2368883716189335e-05,232.60063897763578,220.9361022364217,242.46485623003193,145.42092651757187,23.92252396166134,242.92651757188497,588.3965521032903,11.565976857921234,15.24325881955781,10.9038585981098,49.154733615810045,0.9555837512016296,RBC
910.0,292.71067678928375,0.133467070646821,0.0,0.3888888888888889,0.37325676784249384,0.6923784274769361,0.028104115508989756,0.002680184273538841,227.87579617834396,218.3845541401274,241.41003184713378,146.9004777070064,25.02786624203822,241.49601910828028,2192.7505484913504,10.824844043676643,15.636375104018375,11.029052312118406,54.3445348780296,0.9457664489746094,RBC
1019.0,297.7401148080826,0.14444727225612666,0.0,0.4094836246734981,0.3700072621641249,0.5876114945776496,0.030532249568795397,0.0486321287713225,229.82119205298014,220.23399558498897,241.62472406181016,134.99558498896246,23.130978660779984,241.66225165562915,389.7179206952692,10.514069541753361,13.890817539779784,10.281634156865897,63.156870311023134,0.9413183927536011,RBC
940.5,312.1248914003372,0.12131426055271809,0.0,0.41995981245813796,0.391875,0.6046283639384055,0.005821354362492695,0.01186443274325516,231.2733990147783,220.82266009852216,241.85796387520526,138.89655172413794,22.834975369458128,242.00985221674875,305.1718270833333,9.924259892995046,13.730986094624537,10.11471264773003,58.65314372561432,0.9253222942352295,RBC
915.5,283.2964630126953,0.14334610869183526,0.0,0.397524967433782,0.38145833333333334,0.6244689036944018,0.004471240525514701,0.002731980448172485,231.60664335664336,222.4388111888112,242.58653846153845,149.2237762237762,21.90646853146853,242.93094405594405,345.5559159722222,9.738494624126163,12.58473784227371,9.129480061841948,48.684519528123005,0.9196590185165405,RBC
834.5,301.43859934806824,0.11540868132587907,0.0,0.32725490196078433,0.2870657034743722,0.7379630527308099,0.013518270387187283,0.11974497875486212,228.76258992805754,218.52278177458032,241.76498800959232,163.19424460431654,25.186250999200638,242.0591526778577,485.54934964166654,11.506384048336482,15.822155608167565,11.77041592413091,28.555971075445353,0.9166681170463562,RBC
2721.5,207.89949476718903,0.7912456489201186,0.0,0.9914389799635701,0.9345810439560439,0.16611368164326223,0.00030875419771265024,4.9013664979027206e-05,227.64783653846155,219.66526442307693,242.94591346153848,134.28245192307693,25.271033653846157,242.97776442307693,351.59579864675163,9.041691369397329,13.006529247077426,9.003709579102313,67.4651407833049,0.916061520576477,RBC
830.0,290.02438497543335,0.12399921260271164,0.0,0.3755656108597285,0.3458333333333333,0.6718413315039806,0.023061151509396027,0.011783439098470197,233.42609489051094,221.05839416058393,242.03923357664232,139.67700729927006,23.25912408759124,242.5383211678832,450.0443270833333,11.567321738214742,14.962430529438961,10.518289292065194,53.94573223231138,0.91508948802948,RBC
844.0,275.7401146888733,0.1394929975459317,0.0,0.39466916062660745,0.35210680016687523,0.6631444423584347,0.05555716868165265,0.059555439544839564,231.61150442477876,222.23362831858407,243.18495575221237,154.38672566371682,22.550442477876107,243.2920353982301,386.24809693802695,9.51972569892241,13.517354368965446,9.294700376372425,43.02666389685449,0.9135217666625977,RBC
787.5,264.95331740379333,0.1409683782076988,0.0,0.3441870629370629,0.29296875,0.7650084684843692,0.06584800806391974,0.14656643157411842,227.8173515981735,217.25844748858447,240.70319634703196,135.5634703196347,26.05296803652968,240.82922374429222,237.0048826740983,10.794192177592064,16.751578930849067,12.058099035106787,61.93131663908773,0.9131916761398315,RBC
