area,perimeter,circularity,mean_b,mean_g,mean_r,mean_h,mean_s,mean_v,texture_laplacian_var,det_confidence,predicted_label
36356.0,786.0,0.7395045776528856,197.42859765051395,168.04508076358297,176.92624816446403,108.27665198237885,44.13241556534508,200.39640234948604,25.179827664399095,0.8106379508972168,WBC
1750.5,420.2670257091522,0.12454358025144817,195.2113532691333,198.09021794221997,200.58514951849975,69.37633046122656,13.848454130765331,203.28915357323874,21.664861000369037,0.7335724234580994,RBC
5934.0,310.0,0.7759505018273395,208.67634408602152,213.29283154121865,218.1878136200717,53.0,14.644086021505377,219.40250896057347,18.16205707491082,0.6541420221328735,RBC
1808.0,437.480229139328,0.11871112708110772,198.6679482698357,202.45648374694161,204.20027962250958,62.952464173365954,14.456134218804612,207.53407899335895,22.57950755232657,0.653793454170227,RBC
987.0,224.5685418844223,0.24594000549592676,189.33588129496403,189.95593525179856,197.1443345323741,74.24235611510792,16.885341726618705,198.99190647482015,18.806666316104387,0.6394324898719788,RBC
2028.5,513.3797241449356,0.09671803211205182,183.84170642716813,187.22789783889982,188.47965197866966,60.6716250350828,12.099635138927871,190.79090653943308,17.096874834923362,0.6083382368087769,RBC
2238.0,584.2497806549072,0.0823896826770421,208.48563365828628,213.84812724474088,215.30631092868137,51.43047716777834,10.531554643406874,216.51051821446896,17.17099679541238,0.6082468628883362,RBC
1352.5,281.9827547073364,0.2137479902804428,204.75870646766168,211.10732054015637,213.71144278606965,48.48969438521677,14.216773276474768,215.51101634683724,18.42533283189752,0.6039817929267883,RBC
873.0,216.91168761253357,0.23316223047912701,192.22561380225613,194.54346383543464,195.06768414067685,69.14399469143994,13.189117451891175,199.31453218314533,21.557421089124404,0.5822641849517822,RBC
7951.0,354.62741672992706,0.794487375405548,189.08737283064033,193.11310592459606,197.204368641532,54.418013165769,15.248055056852184,198.95122681029324,20.264601282576933,0.5295174717903137,RBC
986.0,126.0,0.7804510850187796,214.48525469168902,211.76407506702412,209.17024128686327,79.81635388739946,12.467828418230564,217.4798927613941,18.463242630385487,0.524142861366272,Platelets
1341.0,254.0832600593567,0.2610276633633091,187.34131326949384,189.8221614227086,189.859781121751,61.02667578659371,9.607387140902873,192.43160054719561,19.29186843100189,0.5122931003570557,RBC
2394.0,582.5929260253906,0.08863466264309044,188.39428984459704,191.8756776292013,196.21539573545357,59.93458619443441,16.66642573183954,198.6740151788941,22.475468328922197,0.45753276348114014,RBC
1243.5,137.63960897922516,0.824838252167661,198.51314878892734,200.63114186851212,205.12110726643598,74.23114186851211,14.821453287197231,207.18235294117648,16.976132590336338,0.4411213994026184,RBC
2492.5,471.03657722473145,0.14116783878664851,183.4166358595194,188.22255083179297,191.47171903881699,52.426247689463956,14.724953789279112,193.04768946395563,18.67914274821464,0.4313139319419861,RBC
7547.5,346.04162979125977,0.7920567293849076,202.33362738179252,205.560691601976,205.44266055045873,61.29763585038815,8.866443189837685,207.77187720536347,12.39701131469962,0.4078931510448456,RBC
1183.0,251.740114569664,0.23457933869358735,182.61136712749615,186.88018433179724,186.60061443932412,58.21966205837174,12.34331797235023,189.64285714285714,18.124392565819765,0.36008724570274353,RBC
760.0,189.25483345985413,0.26664257604615044,186.27689992475544,188.62151993980436,195.93378480060196,65.87960872836719,19.460496613995485,198.21971407072988,15.462519200621424,0.33257928490638733,RBC
